titulo,dt_lancamento,genero,pais,n_semanas,publico,renda
"Três Histórias, Um Destino",2012-11-02,Ficção,Estados Unidos,12,293966,2659137.02
Argo,2012-11-09,Ficção,Estados Unidos,29,415788,5471566
Espia Só,2012-11-09,Documentário,Brasil,3,322,1692
Histeria,2012-11-09,Ficção,Reino Unido,7,18734,212759.9
Marcados Para Morrer,2012-11-09,Ficção,Estados Unidos,8,65626,703732.84
Peixonauta - Agente Secreto Da O.S.T.R.A,2012-11-09,Animação,Brasil,13,7412,71933.36
Um Alguém Apaixonado,2012-11-09,Ficção,"França, Japão",11,24128,305506.86
Virando Bicho,2012-11-09,Documentário,Brasil,3,980,10098.24
A Saga Crepúsculo: Amanhecer – Parte 2 O Final,2012-11-15,Ficção,Estados Unidos,18,9596296,100816443.89
Clementina De Jesus - Rainha Quelé,2012-11-15,Documentário,Brasil,2,0,0
"E Agora, Aonde Vamos?",2012-11-15,Ficção,"França, Líbano",31,32963,364046.23
"Era Uma Vez Eu, Verônica",2012-11-15,Ficção,Brasil,28,20956,212485.09
5 X Pacificação,2012-11-16,Documentário,Brasil,17,6296,40665.5
Branco Como A Neve,2012-11-16,Ficção,Turquia,5,160,1437
Futuro Do Pretérito: Tropicalismo Now!,2012-11-16,Documentário,Brasil,8,730,7064.11
Muito Além Do Peso,2012-11-16,Documentário,Brasil,6,2744,29153.99
As Palavras,2012-11-23,Ficção,Estados Unidos,10,41962,511626.4
Construção,2012-11-23,Documentário,Brasil,6,909,10547.19
Curvas Da Vida,2012-11-23,Ficção,Estados Unidos,12,60189,734496
Dia De Preto,2012-11-23,Ficção,Brasil,2,283,2015
Disparos,2012-11-23,Ficção,Brasil,21,5255,49491.549999999996
São Paulo Companhia De Dança,2012-11-23,Documentário,Brasil,1,39,415
A Origem Dos Guardiões,2012-11-30,Animação,Estados Unidos,17,2173218,25043729
Celeste E Jesse Para Sempre,2012-11-30,Ficção,Estados Unidos,17,8977,94253.43
Dino Cazzola - Uma Filmografia De Brasília,2012-11-30,Documentário,Brasil,3,548,5776
Holy Motors,2012-11-30,Ficção,"Alemanha, França",15,15104,179544.53
Marcelo Yuka No Caminho Das Setas,2012-11-30,Documentário,Brasil,8,2546,14303.68
O Homem Da Máfia,2012-11-30,Ficção,Estados Unidos,10,134639,1776614.5
O Manuscrito Perdido,2012-11-30,Documentário,Brasil,2,145,1012
Os Penetras,2012-11-30,Ficção,Brasil,17,2548441,25613581
A Escolha Perfeita,2012-12-07,Ficção,Estados Unidos,8,24778,251213
A Sombra Do Inimigo,2012-12-07,Ficção,Estados Unidos,15,104950,1183925.02
A Última Casa Da Rua,2012-12-07,Ficção,"Canadá, Estados Unidos",13,179873,1817292.27
Bullying,2012-12-07,Documentário,Estados Unidos,5,646,6227.39
Entre O Amor E A Paixão,2012-12-07,Ficção,"Canadá, Espanha, Japão",10,22710,275694.55
Infância Clandestina,2012-12-07,Ficção,Brasil,21,32908,379217.12
Na Terra De Amor E Ódio,2012-12-07,Ficção,Estados Unidos,8,7427,89170.95999999999
Quatro Amigas E Um Casamento,2012-12-07,Ficção,Estados Unidos,13,137834,1499056.28
Azul Profundo,2012-12-14,Ficção,Grécia,5,1459,13187.849999999999
Liv & Ingmar – Uma História De Amor,2012-12-14,Documentário,"Noruega, Reino Unido, Suécia",18,13585,142413.79
Nota De Rodapé,2012-12-14,Ficção,Israel,35,9811,104292.5
O Hobbit: Uma Jornada Inesperada,2012-12-14,Ficção,"Estados Unidos, Nova Zelândia",18,2832320,36497011
A Filha Do Pai,2012-12-21,Ficção,França,24,18237,180336.79
A Negociação,2012-12-21,Ficção,"Estados Unidos, Polônia",15,177218,2340527.44
Amor Em Trânsito,2012-12-21,Ficção,Argentina,15,1902,16712.1
As Aventuras De Pi,2012-12-21,Ficção,Estados Unidos,18,2227413,22506958.78
As Quatro Voltas,2012-12-21,Ficção,"Alemanha, Itália, Suécia",15,5663,61162.74
Brichos Ii - A Floresta É Nossa,2012-12-21,Animação,Brasil,19,16593,134098.41
Hahaha,2012-12-21,Ficção,Coréia Do Sul,17,10749,111719.93
O Impossível,2012-12-21,Ficção,"Espanha, Estados Unidos",12,668285,7545613.21
O Olhar Invisível,2012-12-21,Ficção,Argentina,12,6244,74646
Qual O Nome Do Bebê?,2012-12-21,Ficção,França,48,42343,558288.89
Um Evento Feliz,2012-12-21,Ficção,"Bélgica, França",15,2308,22083.21
Viúvas,2012-12-21,Ficção,Argentina,23,11463,118372.15
De Pernas Pro Ar 2,2012-12-28,Ficção,Brasil,15,4846273,50312134.36
No,2012-12-28,Ficção,"Chile, Estados Unidos",30,75152,852233.7799999999
Detona Ralph,2013-01-04,Animação,Estados Unidos,26,3639928,43007878
Na Carne E Na Alma,2013-01-04,Ficção,Brasil,2,207,1630
O Filho Do Outro,2013-01-04,Ficção,França,29,19507,253726.81
O Som Ao Redor,2013-01-04,Ficção,Brasil,53,95826,982517.3
Paris-Manhattan,2013-01-04,Ficção,França,37,59498,647290.56
Sete Psicopatas E Um Shih Tzu,2013-01-04,Ficção,Reino Unido,6,45429,526909.26
A Viagem,2013-01-11,Ficção,"Alemanha, Cingapura, Estados Unidos, Hong Kong",11,836123,9632084.29
Além Das Montanhas,2013-01-11,Ficção,"Bulgária, França, Romênia",21,13320,148751
Barbara,2013-01-11,Ficção,Alemanha,22,36892,424139.23
Jack Reacher: O Último Tiro,2013-01-11,Ficção,Estados Unidos,11,479425,5644844
Sacrifício,2013-01-11,Ficção,China,9,1818,18554.5
Uma Família Em Apuros,2013-01-11,Ficção,Estados Unidos,13,714444,6914870
Amor,2013-01-18,Ficção,França,25,224173,2656066.91
Django Livre,2013-01-18,Ficção,Estados Unidos,23,1143428,14179336.85
O Homem Mais Procurado Do Mundo,2013-01-18,Ficção,Estados Unidos,8,14363,193156.53999999998
O Último Desafio,2013-01-18,Ficção,Estados Unidos,9,452276,4658937.96
Sammy: A Grande Fuga,2013-01-18,Animação,Bélgica,18,280445,3240815
Caverna Dos Sonhos Esquecidos,2013-01-25,Documentário,"Alemanha, Canadá, Estados Unidos, França, Reino Unido",33,28259,250718.49000000002
João E Maria: Caçadores De Bruxas,2013-01-25,Ficção,"Alemanha, Estados Unidos",18,3716154,48663644
Lincoln,2013-01-25,Ficção,Estados Unidos,16,793939,9868301
O Mestre,2013-01-25,Ficção,Estados Unidos,18,74640,976899.97
O País Do Desejo,2013-01-25,Ficção,Brasil,4,1699,18039.76
O Resgate,2013-01-25,Ficção,Estados Unidos,8,212021,2305931.49
Caça Aos Gângsteres,2013-02-01,Ficção,Estados Unidos,8,187072,2047478
Inatividade Paranormal,2013-02-01,Ficção,Estados Unidos,13,924582,9919960.33
Jorge Mautner - O Filho Do Holocausto,2013-02-01,Documentário,Brasil,14,9690,102831.13
O Lado Bom Da Vida,2013-02-01,Ficção,Estados Unidos,21,1338808,16138450.2
Os Miseráveis,2013-02-01,Ficção,Estados Unidos,14,794495,9753321
A Luz Do Tom,2013-02-08,Documentário,Brasil,7,8831,94502.95
As Aventuras De Tadeo,2013-02-08,Animação,Espanha,16,601615,7590473
De Coração Aberto,2013-02-08,Ficção,"Argentina, França",20,22109,253704.12000000002
Deixe A Luz Acesa,2013-02-08,Ficção,Estados Unidos,23,6389,60033.05
Fogo Contra Fogo,2013-02-08,Ficção,Estados Unidos,9,87979,955020.91
Meu Namorado É Um Zumbi,2013-02-08,Ficção,Estados Unidos,13,497544,5052677.890000001
O Amante Da Rainha,2013-02-08,Ficção,Dinamarca,36,71464,909302.31
O Voo,2013-02-08,Ficção,Estados Unidos,14,551991,6793308
Tainá - A Origem,2013-02-08,Ficção,Brasil,22,353690,3099476.47
Para Maiores,2013-02-09,Ficção,Estados Unidos,8,112922,1216286.81
A Hora Mais Escura,2013-02-15,Ficção,Estados Unidos,11,205909,2707452.2
As Sessões,2013-02-15,Ficção,Estados Unidos,12,31585,354462
América – Uma História Portuguesa,2013-02-22,Ficção,Brasil,3,307,3422
Cirque Du Soleil - Outros Mundos,2013-02-22,Ficção,Estados Unidos,4,66126,910770
Duro De Matar: Um Bom Dia Para Morrer,2013-02-22,Ficção,Estados Unidos,10,1538081,17325098
Indomável Sonhadora,2013-02-22,Ficção,Estados Unidos,11,92836,1131782.5
O Dobro Ou Nada,2013-02-22,Ficção,"Estados Unidos, Reino Unido",5,14484,156048.68999999997
O Reino Gelado,2013-02-22,Animação,Rússia,7,141758,2055497.52
Segredos Da Tribo,2013-02-22,Documentário,Brasil,2,775,6272
Amanhecer Violento,2013-03-01,Ficção,Estados Unidos,6,89261,909190.2
Atrás Da Porta,2013-03-01,Ficção,"Alemanha, Hungria",20,12007,120210.05
César Deve Morrer,2013-03-01,Ficção,Itália,25,13491,153883.81
Colegas,2013-03-01,Ficção,Brasil,20,163624,1721553.23
Dezesseis Luas,2013-03-01,Ficção,Estados Unidos,12,854947,8794578.61
Hitchcock,2013-03-01,Ficção,Estados Unidos,19,67016,938501
Na Neblina,2013-03-01,Ficção,"Alemanha, Holanda, Letônia, Rússia",17,3652,29479.7
A Parte Dos Anjos,2013-03-08,Ficção,"Bélgica, França, Itália, Reino Unido",15,24861,302179.18
Amigos Inseparáveis,2013-03-08,Ficção,Estados Unidos,8,38993,479275.49999999994
Amor É Tudo O Que Você Precisa,2013-03-08,Ficção,"Alemanha, Dinamarca, França, Itália, Suécia",14,91487,1103546.45
Killer Joe - Matador De Aluguel,2013-03-08,Ficção,Estados Unidos,18,13212,147498.3
Mulheres Africanas - A Rede Invisível,2013-03-08,Documentário,Brasil,3,521,6178.5
O Quarteto,2013-03-08,Ficção,Reino Unido,21,80099,901241.4199999999
"Oz, Mágico E Poderoso",2013-03-08,Ficção,Estados Unidos,16,1914246,24165196
A Busca,2013-03-15,Ficção,Brasil,14,352914,3686889.75
A Fuga,2013-03-15,Ficção,Estados Unidos,7,99473,1078200.61
Anna Karenina,2013-03-15,Ficção,Reino Unido,19,158855,2185675
Cinzas E Sangue,2013-03-15,Ficção,França,8,572,6816.35
Depois De Lúcia,2013-03-15,Ficção,"França, México",22,7514,81860.85
Filme Jardim Atlântico,2013-03-15,Ficção,Brasil,28,1222,5575.85
Francisco Brennand,2013-03-15,Documentário,Brasil,14,5296,53744.090000000004
Linha De Ação,2013-03-15,Ficção,Estados Unidos,8,131423,1721543.6
Pieta,2013-03-15,Ficção,Coréia Do Sul,12,4529,45042.54
Super Nada,2013-03-15,Ficção,Brasil,13,2842,29434.12
A Caça,2013-03-22,Ficção,"Dinamarca, Suécia",41,59358,746779.97
Fora Do Figurino,2013-03-22,Documentário,Brasil,7,686,8476.09
Os Croods,2013-03-22,Animação,Estados Unidos,41,2789594,33617774
Parker,2013-03-22,Ficção,Estados Unidos,9,95803,1081012.26
Rânia,2013-03-22,Ficção,Brasil,9,971,9544.240000000002
Titeuf,2013-03-22,Animação,França,3,510,6666.42
Vai Que Dá Certo,2013-03-22,Ficção,Brasil,12,2729340,28990665.92
Sibila,2013-03-23,Documentário,Espanha,4,133,1045
A Hospedeira,2013-03-29,Ficção,Estados Unidos,8,482104,5126471.25
Adeus Berthe: O Enterro Da Vovó,2013-03-29,Ficção,França,15,2819,32668.5
Dentro Da Casa,2013-03-29,Ficção,França,16,56397,752191.12
G.I. Joe: Retaliação,2013-03-29,Ficção,Estados Unidos,13,1441120,18871878
Jack - O Caçador De Gigantes,2013-03-29,Ficção,Estados Unidos,11,940169,11801039
Kátia,2013-03-29,Documentário,Brasil,11,747,6899.22
O Dia Que Durou 21 Anos,2013-03-29,Documentário,Brasil,23,25085,262474.4
O Último Elvis,2013-03-29,Ficção,Argentina,21,6321,72935.19
Sejam Muito Bem-Vindos,2013-03-29,Ficção,França,28,12011,143339.06
Uma Garrafa No Mar De Gaza,2013-03-29,Ficção,"França, Israel",25,27998,373697.95
A Visitante Francesa,2013-04-05,Ficção,Coréia Do Sul,44,23888,292111.19
Invasão À Casa Branca,2013-04-05,Ficção,Estados Unidos,10,522444,6207213.7
Mama,2013-04-05,Ficção,"Canadá, Espanha",11,677129,7449880
Thérèse D.,2013-04-05,Ficção,França,20,28094,341084.25
Uma História De Amor E Fúria,2013-04-05,Animação,Brasil,17,30456,296444.48
A Criada,2013-04-12,Ficção,Chile,20,6805,85925
Alvo Duplo,2013-04-12,Ficção,Estados Unidos,9,77120,822807.34
Angie,2013-04-12,Ficção,"Brasil, Estados Unidos",8,9115,99349.14
Chamada De Emergência,2013-04-12,Ficção,Estados Unidos,6,101358,1265186.62
Juan E A Bailarina,2013-04-12,Ficção,"Brasil, Argentina",29,4256,50125.34
O Carteiro,2013-04-12,Ficção,Brasil,9,4326,40853.73
Oblivion,2013-04-12,Ficção,Estados Unidos,10,1047781,11830879
A Morte Do Demônio,2013-04-19,Ficção,Estados Unidos,17,355605,4073355.5
Coração Do Brasil,2013-04-19,Documentário,Brasil,3,631,5815.14
Ginger & Rosa,2013-04-19,Ficção,Reino Unido,2,8021,106631.65000000001
Hoje,2013-04-19,Ficção,Brasil,14,7525,88488
Irmãs Jamais,2013-04-19,Documentário,Itália,12,2172,26270.85
Meu Pé De Laranja-Lima,2013-04-19,Ficção,Brasil,20,70459,670313.05
O Acordo,2013-04-19,Ficção,"Emirados Árabes Unidos, Estados Unidos",8,189204,1982652.7800000003
"Querida, Vou Comprar Cigarros E Já Volto",2013-04-19,Ficção,Argentina,36,13366,172825
Um Porto Seguro,2013-04-19,Ficção,Estados Unidos,11,120318,1403094.77
2 Dias Em Nova York,2013-04-26,Ficção,"Alemanha, Bélgica, França",19,23262,342107.58
Depois De Maio,2013-04-26,Ficção,França,35,34332,453109.26
Homem De Ferro 3,2013-04-26,Ficção,"China, Estados Unidos",16,7633751,96493278
Margaret Mee E A Flor Da Lua,2013-04-26,Documentário,Brasil,8,4751,55147.98
Na Quadrada Das Águas Perdidas,2013-04-26,Ficção,Brasil,13,13993,64698.13
O Abismo Prateado,2013-04-26,Ficção,Brasil,33,11713,121369.63
O Futuro,2013-04-26,Ficção,"Alemanha, Estados Unidos",18,2029,15990.19
Reality,2013-04-26,Ficção,"França, Itália",25,11666,144774.6
Um Bom Partido,2013-04-26,Ficção,Estados Unidos,6,71182,894411.2
Doméstica,2013-05-01,Documentário,Brasil,19,3269,24453.5
Em Transe,2013-05-03,Ficção,Estados Unidos,6,79776,973585
Ferrugem E Osso,2013-05-03,Ficção,"Bélgica, França",29,22409,287766.84
O Brasil Deu Certo. E Agora?,2013-05-03,Documentário,Brasil,11,1676,21519.41
O Sonho De Wadjda,2013-05-03,Ficção,"Alemanha, Arábia Saudita",22,14931,180310.76
Paulo Moura - Alma Brasileira,2013-05-03,Documentário,Brasil,6,2603,31127.04
Somos Tão Jovens,2013-05-03,Ficção,Brasil,13,1715763,18253649.24
Amor Profundo,2013-05-10,Ficção,"Estados Unidos, Inglaterra",11,21870,313141.9
Amorosa Soledad,2013-05-10,Ficção,Argentina,46,11473,130421
Beije-Me Outra Vez,2013-05-10,Ficção,Itália,1,0,0
Cores,2013-05-10,Ficção,Brasil,24,2376,21972.6
Cru,2013-05-10,Ficção,Brasil,4,496,4752.93
Elena,2013-05-10,Documentário,Brasil,43,58614,701715.83
O Que Se Move,2013-05-10,Ficção,Brasil,7,1975,22513.88
O Que Traz Boas Novas,2013-05-10,Ficção,Canadá,26,20851,255414.93
O Último Exorcismo – Parte 2,2013-05-10,Ficção,Estados Unidos,14,295326,3088553.05
Uma Ladra Sem Limites,2013-05-10,Ficção,Estados Unidos,10,166796,1817708
Vocês Ainda Não Viram Nada!,2013-05-12,Ficção,França,14,9225,111744.54
2 Mais 2,2013-05-17,Ficção,Argentina,15,24294,310554.58
Confissões De Um Jovem Apaixonado,2013-05-17,Ficção,"Alemanha, França, Reino Unido",17,4220,48513.02
Finalmente 18!,2013-05-17,Ficção,Estados Unidos,5,186073,1903975.2
Giovanni Improtta,2013-05-17,Ficção,Brasil,8,188436,1964092.9499999997
O Homem Que Ri,2013-05-17,Ficção,França,25,16621,204416.65
O Massacre Da Serra Elétrica 3D - A Lenda Continua,2013-05-17,Ficção,Estados Unidos,12,142249,1866317.3900000001
Raça,2013-05-17,Documentário,"Brasil, Estados Unidos",9,2112,24601.55
Reino Escondido,2013-05-17,Animação,Estados Unidos,28,1369909,16661516
Terapia De Risco,2013-05-17,Ficção,Estados Unidos,17,128737,1731450.5
A Datilografa,2013-05-24,Ficção,"Bélgica, França",15,28211,339972.77999999997
Artigas - La Redota,2013-05-24,Ficção,"Brasil, Espanha, Uruguai",19,2318,22519.739999999998
"Bonitinha, Mas Ordinária",2013-05-24,Ficção,Brasil,4,13997,139529.27
Era Uma Vez Na Anatólia,2013-05-24,Ficção,Turquia,9,2981,16105
Olhe Pra Mim De Novo,2013-05-24,Documentário,Brasil,6,1431,6025.7
Sem Proteção,2013-05-24,Ficção,Estados Unidos,5,60301,868485.5
Velozes E Furiosos 6,2013-05-24,Ficção,Estados Unidos,16,4521941,49149265
A Fuga Do Planeta Terra,2013-05-30,Animação,"Canadá, Estados Unidos",21,161223,2095624.5
Camille Outra Vez,2013-05-30,Ficção,França,15,13792,167472.21
Faroeste Caboclo,2013-05-30,Ficção,Brasil,21,1469772,15560125.66
Meu Amigo Claudia,2013-05-30,Documentário,Brasil,3,248,3591.06
"Se Beber, Não Case! Parte 3",2013-05-30,Ficção,Estados Unidos,16,3214071,35154099
Três Mundos,2013-05-31,Ficção,França,4,1429,21190.03
Além Do Arco-Íris,2013-06-07,Ficção,França,26,10724,115897.98999999999
As Hiper Mulheres,2013-06-07,Documentário,Brasil,17,1021,9069.72
Depois Da Terra,2013-06-07,Ficção,Estados Unidos,19,1293122,13829228.75
Mundo Invisível,2013-06-07,Ficção,Brasil,17,2602,31137.239999999998
O Grande Gatsby,2013-06-07,Ficção,Estados Unidos,14,313095,4798127
Odeio O Dia Dos Namorados,2013-06-07,Ficção,Brasil,9,457523,4492895
Réquiem Para Laura Martin,2013-06-07,Ficção,Brasil,5,120,1276.99
Reus,2013-06-07,Ficção,Brasil,3,37,374
A Memória Que Me Contam,2013-06-14,Ficção,Brasil,13,6204,68729.35
Aconteceu Em Saint-Tropez,2013-06-14,Ficção,França,24,18499,230620
"Adeus, Minha Rainha",2013-06-14,Ficção,"Espanha, França",29,24398,272507.89
Além Da Escuridão - Star Trek,2013-06-14,Ficção,Estados Unidos,19,803146,11500353
Noites De Reis,2013-06-14,Ficção,Brasil,10,316,3613.6
"Paz, Amor E Muito Mais",2013-06-14,Ficção,Estados Unidos,3,4359,52500.51
Pra Lá Do Mundo,2013-06-14,Documentário,Brasil,21,1827,11688.050000000001
Segredos De Sangue,2013-06-14,Ficção,Estados Unidos,6,12547,143922
Um Golpe Perfeito,2013-06-14,Ficção,Estados Unidos,4,32706,398841.67000000004
Antes Da Meia Noite,2013-06-15,Ficção,"Estados Unidos, Grécia",19,110211,1505418.19
Chamada A Cobrar,2013-06-21,Ficção,Brasil,5,527,6479.68
Juan Dos Mortos,2013-06-21,Ficção,"Cuba, Espanha",11,2296,29960.06
Minha Mãe É Uma Peça,2013-06-21,Ficção,Brasil,27,4603643,49552000.08
O Lugar Onde Tudo Termina,2013-06-21,Ficção,Estados Unidos,16,22354,301148.93
Uma Noite,2013-06-21,Ficção,"Cuba, Estados Unidos",20,1243,13093.6
Universidade Monstros,2013-06-21,Animação,Estados Unidos,24,3292806,36966520
Hora Menos,2013-06-26,Ficção,Venezuela,4,201,1696
A Espuma Dos Dias,2013-06-28,Ficção,França,28,50559,495198.7
Augustine,2013-06-28,Ficção,França,26,29098,372467.4
Crazy Horse,2013-06-28,Ficção,Estados Unidos,1,0,0
Guerra Mundial Z,2013-06-28,Ficção,Estados Unidos,14,2587204,33316551
Os Amantes Passageiros,2013-06-28,Ficção,Espanha,22,127207,1592247.6800000002
Tabu,2013-06-28,Ficção,"Brasil, Alemanha, França, Portugal",50,22745,246246.07
Todo Mundo Em Pânico 5,2013-06-28,Ficção,Estados Unidos,11,564998,5864908.91
A Bela Que Dorme,2013-07-05,Ficção,"França, Itália",24,12221,137002.79
Branca De Neve,2013-07-05,Ficção,"Bélgica, Espanha, França",28,13970,186353.11000000002
Dossiê Jango,2013-07-05,Documentário,Brasil,8,8097,96523.98
Hannah Arendt,2013-07-05,Ficção,Alemanha,28,134055,1639070.9
Meu Malvado Favorito 2,2013-07-05,Animação,Estados Unidos,59,6998740,80656599.05
Uma Dama Em Paris,2013-07-05,Ficção,França,40,16379,195115.95
Truque De Mestre,2013-07-06,Ficção,Estados Unidos,13,1330675,16041217.83
A Cidade É Uma Só?,2013-07-12,Documentário,Brasil,10,1473,14537.78
A Voz Adormecida,2013-07-12,Ficção,Espanha,25,4148,50642.270000000004
O Cavaleiro Solitário,2013-07-12,Ficção,Estados Unidos,16,876634,9361505
O Homem De Aço,2013-07-12,Ficção,Estados Unidos,13,2756522,36269302.7
Renoir,2013-07-12,Ficção,França,28,33531,368150.24
Contos Da Noite,2013-07-19,Animação,França,26,4286,34660.05
O Concurso,2013-07-19,Ficção,Brasil,12,1320102,14125213.83
Simplesmente Uma Mulher,2013-07-19,Ficção,"Estados Unidos, França, Reino Unido",21,3807,46988.53
Turbo,2013-07-19,Animação,Estados Unidos,23,1052338,12027358
Amor Pleno,2013-07-26,Ficção,Estados Unidos,12,55359,750624.76
Apenas O Vento,2013-07-26,Ficção,"Alemanha, França, Hungria",24,6189,77655.1
Como Na Canção Dos Beatles - Norwegian Wood,2013-07-26,Ficção,Japão,22,6435,78870.25
Tese Sobre Um Homicídio,2013-07-26,Ficção,"Argentina, Espanha",26,81222,1049391.26
Wolverine Imortal,2013-07-26,Ficção,Estados Unidos,20,3955564,49174255
Zarafa,2013-07-26,Animação,França,21,5726,55966.770000000004
Os Smurfs 2,2013-08-02,Ficção,Estados Unidos,18,2946527,33716614.75
Red 2 - Aposentados E Ainda Mais Perigosos,2013-08-02,Ficção,Estados Unidos,12,479529,5549617.37
A Aventura De Kon Tiki,2013-08-09,Ficção,"Dinamarca, Alemanha, Noruega, Reino Unido",10,10653,135659.28
As Horas Vulgares,2013-08-09,Ficção,Brasil,1,0,0
"Camille Claudel, 1915",2013-08-09,Ficção,França,27,19597,230862.65
Carreras,2013-08-09,Ficção,Brasil,26,16908,76447.52
Cine Holliúdy,2013-08-09,Ficção,Brasil,32,487479,5056814.3
Círculo De Fogo,2013-08-09,Ficção,Estados Unidos,13,1165714,14825290.93
O Renascimento Do Parto - O Filme,2013-08-09,Documentário,Brasil,25,30127,328817.61
